cells,patient_id,cell_type,treatment_group,Cohort,no.of.genes,no.of.reads
cy102_CD45neg_CD90neg_S339,Mel102,Mal,post.treatment,New,6313,1107418
cy102_CD45neg_CD90neg_S349,Mel102,Mal,post.treatment,New,6069,1497483
cy102_CD45neg_CD90neg_S304,Mel102,Mal,post.treatment,New,6453,509158
cy102_CD45neg_CD90neg_S320,Mel102,Mal,post.treatment,New,6954,678925
cy102_CD45neg_CD90neg_S351,Mel102,Mal,post.treatment,New,6405,1672050
cy102_CD45neg_CD90neg_S306,Mel102,Mal,post.treatment,New,5550,639765
cy112_CD45neg_CD90neg_S149,Mel112,Mal,treatment.naive,New,2076,1752728
cy102_CD45neg_CD90neg_S325,Mel102,Mal,post.treatment,New,5860,1077565
cy102_CD45neg_CD90neg_S367,Mel102,Mal,post.treatment,New,6737,1240474
cy102_CD45neg_CD90neg_S292,Mel102,Mal,post.treatment,New,6848,713951
cy102_CD45neg_CD90neg_S338,Mel102,Mal,post.treatment,New,5626,1280457
cy102_CD45neg_CD90neg_S328,Mel102,Mal,post.treatment,New,6904,911145
cy102_CD45neg_CD90neg_S296,Mel102,Mal,post.treatment,New,7486,288124
cy102_CD45neg_CD90neg_S373,Mel102,Mal,post.treatment,New,5158,621466
cy102_CD45neg_CD90neg_S347,Mel102,Mal,post.treatment,New,6330,648012
cy102_CD45neg_CD90neg_S353,Mel102,Mal,post.treatment,New,6871,1153541
cy102_CD45neg_CD90neg_S355,Mel102,Mal,post.treatment,New,6694,498398
cy102_CD45neg_CD90neg_S352,Mel102,Mal,post.treatment,New,7881,1006321
cy102_CD45neg_CD90neg_S309,Mel102,Mal,post.treatment,New,6656,900553
cy102_CD45neg_CD90neg_S305,Mel102,Mal,post.treatment,New,6759,755864
cy112_CD45neg_CD90neg_S129,Mel112,Mal,treatment.naive,New,1740,1105746
cy102_CD45neg_CD90neg_S346,Mel102,Mal,post.treatment,New,7224,987522
cy102_CD45neg_CD90neg_S294,Mel102,Mal,post.treatment,New,6224,530539
cy102_CD45neg_CD90neg_S329,Mel102,Mal,post.treatment,New,6650,735803
cy102_CD45neg_CD90neg_S303,Mel102,Mal,post.treatment,New,6742,1176723
cy102_CD45neg_CD90neg_S333,Mel102,Mal,post.treatment,New,7328,920194
cy102_CD45neg_CD90neg_S297,Mel102,Mal,post.treatment,New,7568,846438
cy102_CD45neg_CD90neg_S326,Mel102,Mal,post.treatment,New,6194,1302080
cy102_CD45neg_CD90neg_S321,Mel102,Mal,post.treatment,New,7505,930651
cy106_CD45neg_CD90neg_S309_11,Mel106,Mal,post.treatment,New,3890,1676257
cy106_CD45neg_CD90neg_S378_12,Mel106,Mal,post.treatment,New,3561,2205695
cy106_CD45neg_CD90neg_S333,Mel106,Mal,post.treatment,New,3433,1090922
cy106_CD45neg_CD90neg_S304,Mel106,Mal,post.treatment,New,2423,1648205
cy106_CD45neg_CD90neg_S369,Mel106,Mal,post.treatment,New,2357,1757036
cy106_CD45neg_CD90neg_S322,Mel106,Mal,post.treatment,New,3474,1044438
cy106_CD45neg_CD90neg_S330,Mel106,Mal,post.treatment,New,2244,1363988
cy106_CD45neg_CD90neg_S316,Mel106,Mal,post.treatment,New,4429,2480382
cy106_CD45neg_CD90neg_S292,Mel106,Mal,post.treatment,New,3377,2385864
cy106_CD45neg_CD90neg_S355,Mel106,Mal,post.treatment,New,3952,3631565
cy106_CD45neg_CD90neg_S336,Mel106,Mal,post.treatment,New,2163,895737
cy106_CD45neg_CD90neg_S321,Mel106,Mal,post.treatment,New,4871,1402027
cy106_CD45neg_CD90neg_S300,Mel106,Mal,post.treatment,New,4401,1073020
cy106_CD45neg_CD90neg_S313,Mel106,Mal,post.treatment,New,3733,3464993
cy106_CD45neg_CD90neg_S365_14,Mel106,Mal,post.treatment,New,3853,1939443
cy106_CD45neg_CD90neg_S354,Mel106,Mal,post.treatment,New,3384,1864382
cy106_CD45neg_CD90neg_S380,Mel106,Mal,post.treatment,New,3130,2714249
cy106_CD45neg_CD90neg_S350,Mel106,Mal,post.treatment,New,2858,1783696
cy106_CD45neg_CD90neg_S344_16,Mel106,Mal,post.treatment,New,2274,2569863
cy106_CD45neg_CD90neg_S306_17,Mel106,Mal,post.treatment,New,3247,2924943
cy106_CD45neg_CD90neg_S295,Mel106,Mal,post.treatment,New,2156,1159494
cy106_CD45neg_CD90neg_S368,Mel106,Mal,post.treatment,New,1919,2136997
cy110_CD45neg_CD90neg_S12,Mel110,Mal,post.treatment,New,7884,423887
cy110_CD45neg_CD90neg_S60,Mel110,Mal,post.treatment,New,8306,821111
cy110_CD45neg_CD90neg_S56,Mel110,Mal,post.treatment,New,7805,1038467
cy110_CD45neg_CD90neg_S86,Mel110,Mal,post.treatment,New,7594,369799
cy112_CD45neg_CD90neg_S128,Mel112,Mal,treatment.naive,New,2163,3027166
cy110_CD45neg_CD90neg_S11,Mel110,Mal,post.treatment,New,6924,158576
cy110_CD45neg_CD90neg_S29,Mel110,Mal,post.treatment,New,3002,10810
cy112_CD45neg_CD90neg_S137,Mel112,Mal,treatment.naive,New,2633,3863311
cy110_CD45neg_CD90neg_S45,Mel110,Mal,post.treatment,New,6314,105762
cy110_CD45neg_CD90neg_S72,Mel110,Mal,post.treatment,New,7033,346167
cy110_CD45neg_CD90neg_S8,Mel110,Mal,post.treatment,New,4976,44811
cy110_CD45neg_CD90neg_S35,Mel110,Mal,post.treatment,New,6936,166455
cy110_CD45neg_CD90neg_S42,Mel110,Mal,post.treatment,New,5631,69119
cy110_CD45neg_CD90neg_S52,Mel110,Mal,post.treatment,New,9197,2799530
cy110_CD45neg_CD90neg_S61,Mel110,Mal,post.treatment,New,6265,137558
cy112_CD45neg_CD90neg_S110,Mel112,Mal,treatment.naive,New,7551,3123986
cy110_CD45neg_CD90neg_S7,Mel110,Mal,post.treatment,New,6220,101182
cy110_CD45neg_CD90neg_S34,Mel110,Mal,post.treatment,New,6451,110025
cy112_CD45neg_CD90neg_S126,Mel112,Mal,treatment.naive,New,3801,4087372
cy110_CD45neg_CD90neg_S46,Mel110,Mal,post.treatment,New,5632,92768
cy110_CD45neg_CD90neg_S78,Mel110,Mal,post.treatment,New,8123,626535
cy110_CD45neg_CD90neg_S62,Mel110,Mal,post.treatment,New,7688,341196
cy112_CD45neg_CD90neg_S170,Mel112,Mal,treatment.naive,New,2064,3359737
cy110_CD45neg_CD90neg_S74,Mel110,Mal,post.treatment,New,7930,665304
cy110_CD45neg_CD90neg_S26,Mel110,Mal,post.treatment,New,4380,86511
cy110_CD45neg_CD90neg_S17,Mel110,Mal,post.treatment,New,2790,10763
cy110_CD45neg_CD90neg_S92,Mel110,Mal,post.treatment,New,7999,590606
cy110_CD45neg_CD90neg_S80,Mel110,Mal,post.treatment,New,6328,586412
cy110_CD45neg_CD90neg_S69,Mel110,Mal,post.treatment,New,7935,764218
cy110_CD45neg_CD90neg_S79,Mel110,Mal,post.treatment,New,7788,704409
cy110_CD45neg_CD90neg_S64,Mel110,Mal,post.treatment,New,8184,1036622
cy112_CD45neg_CD90neg_S103,Mel112,Mal,treatment.naive,New,2007,1744694
cy112_CD45neg_CD90neg_S97,Mel112,Mal,treatment.naive,New,2481,3618062
cy110_CD45neg_CD90neg_S43,Mel110,Mal,post.treatment,New,5899,79607
cy110_CD45neg_CD90neg_S50,Mel110,Mal,post.treatment,New,7005,1403232
cy110_CD45neg_CD90neg_S3,Mel110,Mal,post.treatment,New,3219,16654
cy110_CD45neg_CD90neg_S54,Mel110,Mal,post.treatment,New,8392,950563
cy110_CD45neg_CD90neg_S95,Mel110,Mal,post.treatment,New,8718,1256569
cy110_CD45neg_CD90neg_S21,Mel110,Mal,post.treatment,New,4925,52855
cy110_CD45neg_CD90neg_S68,Mel110,Mal,post.treatment,New,7897,629973
cy110_CD45neg_CD90neg_S135,Mel110,Mal,post.treatment,New,8827,1984917
cy103_CD45neg_CD90neg_S60,Mel103,Mal,treatment.naive,New,5608,1345193
cy103_CD45neg_CD90neg_S28,Mel103,Mal,treatment.naive,New,3867,163254
cy110_CD45neg_CD90neg_S184,Mel110,Mal,post.treatment,New,9207,1489355
cy103_CD45neg_CD90neg_S68,Mel103,Mal,treatment.naive,New,2595,599307
cy103_CD45neg_CD90neg_S18,Mel103,Mal,treatment.naive,New,2045,16713
cy110_CD45neg_CD90neg_S190,Mel110,Mal,post.treatment,New,8565,1395203
cy110_CD45neg_CD90neg_S120,Mel110,Mal,post.treatment,New,8862,1473662
cy103_CD45neg_CD90neg_S64,Mel103,Mal,treatment.naive,New,3269,464304
cy103_CD45neg_CD90neg_S1,Mel103,Mal,treatment.naive,New,8592,176109
cy103_CD45neg_CD90neg_S30,Mel103,Mal,treatment.naive,New,2497,27442
cy103_CD45neg_CD90neg_S13,Mel103,Mal,treatment.naive,New,6777,1444988
cy103_CD45neg_CD90neg_S35,Mel103,Mal,treatment.naive,New,4163,1340030
cy110_CD45neg_CD90neg_S115,Mel110,Mal,post.treatment,New,9854,2059538
cy103_CD45neg_CD90neg_S45,Mel103,Mal,treatment.naive,New,2071,1114313
cy103_CD45neg_CD90neg_S52,Mel103,Mal,treatment.naive,New,4365,639814
cy110_CD45neg_CD90neg_S117,Mel110,Mal,post.treatment,New,9043,2011846
cy103_CD45neg_CD90neg_S24,Mel103,Mal,treatment.naive,New,4973,428724
cy103_CD45neg_CD90neg_S11,Mel103,Mal,treatment.naive,New,5254,858833
cy110_CD45neg_CD90neg_S132,Mel110,Mal,post.treatment,New,8263,871903
cy110_CD45neg_CD90neg_S128,Mel110,Mal,post.treatment,New,8866,1451642
cy103_CD45neg_CD90neg_S87,Mel103,Mal,treatment.naive,New,5171,1135078
cy103_CD45neg_CD90neg_S94,Mel103,Mal,treatment.naive,New,4318,445598
cy103_CD45neg_CD90neg_S57,Mel103,Mal,treatment.naive,New,5697,206046
cy110_CD45neg_CD90neg_S97,Mel110,Mal,post.treatment,New,10535,884907
cy110_CD45neg_CD90neg_S123,Mel110,Mal,post.treatment,New,8930,1348568
cy103_CD45neg_CD90neg_S7,Mel103,Mal,treatment.naive,New,4815,1817090
cy103_CD45neg_CD90neg_S49,Mel103,Mal,treatment.naive,New,3519,1624501
cy103_CD45neg_CD90neg_S20,Mel103,Mal,treatment.naive,New,2749,143439
cy110_CD45neg_CD90neg_S114,Mel110,Mal,post.treatment,New,8698,1906533
cy103_CD45neg_CD90neg_S79,Mel103,Mal,treatment.naive,New,5195,1565857
cy103_CD45neg_CD90neg_S88,Mel103,Mal,treatment.naive,New,2037,329816
cy103_CD45neg_CD90neg_S38,Mel103,Mal,treatment.naive,New,3862,547634
cy110_CD45neg_CD90neg_S110,Mel110,Mal,post.treatment,New,8484,1913977
cy103_CD45neg_CD90neg_S9,Mel103,Mal,treatment.naive,New,6086,1437863
cy103_CD45neg_CD90neg_S61,Mel103,Mal,treatment.naive,New,7242,1432973
cy103_CD45neg_CD90neg_S23,Mel103,Mal,treatment.naive,New,5837,119422
cy103_CD45neg_CD90neg_S78,Mel103,Mal,treatment.naive,New,2419,104052
cy110_CD45neg_CD90neg_S153,Mel110,Mal,post.treatment,New,8596,1499547
cy103_CD45neg_CD90neg_S95,Mel103,Mal,treatment.naive,New,5932,1085702
cy103_CD45neg_CD90neg_S22,Mel103,Mal,treatment.naive,New,3405,208560
cy103_CD45neg_CD90neg_S51,Mel103,Mal,treatment.naive,New,5772,1134000
cy110_CD45neg_CD90neg_S129,Mel110,Mal,post.treatment,New,8851,1524633
cy103_CD45neg_CD90neg_S76,Mel103,Mal,treatment.naive,New,4303,409521
cy110_CD45neg_CD90neg_S182,Mel110,Mal,post.treatment,New,8759,1453563
cy103_CD45neg_CD90neg_S80,Mel103,Mal,treatment.naive,New,4238,614826
cy110_CD45neg_CD90neg_S160,Mel110,Mal,post.treatment,New,9517,1245218
cy110_CD45neg_CD90neg_S152,Mel110,Mal,post.treatment,New,6014,1723031
cy110_CD45neg_CD90neg_S121,Mel110,Mal,post.treatment,New,8794,1100731
cy103_CD45neg_CD90neg_S43,Mel103,Mal,treatment.naive,New,5477,1820302
cy103_CD45neg_CD90neg_S63,Mel103,Mal,treatment.naive,New,3689,1554031
cy110_CD45neg_CD90neg_S165,Mel110,Mal,post.treatment,New,8518,1444280
cy110_CD45neg_CD90neg_S168,Mel110,Mal,post.treatment,New,8051,1405734
cy110_CD45neg_CD90neg_S139,Mel110,Mal,post.treatment,New,8592,1901272
cy110_CD45neg_CD90neg_S106,Mel110,Mal,post.treatment,New,8201,1357237
cy110_CD45neg_CD90neg_S138,Mel110,Mal,post.treatment,New,8546,1047556
cy103_CD45neg_CD90neg_S73,Mel103,Mal,treatment.naive,New,6853,1528977
cy110_CD45neg_CD90neg_S157,Mel110,Mal,post.treatment,New,8182,1188518
cy103_CD45neg_CD90neg_S72,Mel103,Mal,treatment.naive,New,5559,904412
cy110_CD45neg_CD90neg_S161,Mel110,Mal,post.treatment,New,9573,1533407
cy103_CD45neg_CD90neg_S56,Mel103,Mal,treatment.naive,New,2171,688417
cy103_CD45neg_CD90neg_S42,Mel103,Mal,treatment.naive,New,2241,9685
cy103_CD45neg_CD90neg_S82,Mel103,Mal,treatment.naive,New,4206,413529
cy103_CD45neg_CD90neg_S3,Mel103,Mal,treatment.naive,New,5458,1416366
cy110_CD45neg_CD90neg_S98,Mel110,Mal,post.treatment,New,8427,1073473
cy103_CD45neg_CD90neg_S19,Mel103,Mal,treatment.naive,New,2810,812787
cy110_CD45neg_CD90neg_S166,Mel110,Mal,post.treatment,New,8815,1241604
cy103_CD45neg_CD90neg_S33,Mel103,Mal,treatment.naive,New,4751,1015814
cy110_CD45neg_CD90neg_S140,Mel110,Mal,post.treatment,New,8608,1233522
cy110_CD45neg_CD90neg_S169,Mel110,Mal,post.treatment,New,9151,797179
cy110_CD45neg_CD90neg_S107,Mel110,Mal,post.treatment,New,7492,1377892
cy103_CD45neg_CD90neg_S75,Mel103,Mal,treatment.naive,New,5369,1384354
cy110_CD45neg_CD90neg_S118,Mel110,Mal,post.treatment,New,8771,1685450
cy103_CD45neg_CD90neg_S4,Mel103,Mal,treatment.naive,New,5106,793125
cy103_CD45neg_CD90neg_S47,Mel103,Mal,treatment.naive,New,3082,1649743
cy103_CD45neg_CD90neg_S89,Mel103,Mal,treatment.naive,New,3917,128417
cy110_CD45neg_CD90neg_S163,Mel110,Mal,post.treatment,New,9213,1674768
cy103_CD45neg_CD90neg_S26,Mel103,Mal,treatment.naive,New,5507,1227424
cy110_CD45neg_CD90neg_S189,Mel110,Mal,post.treatment,New,8801,1672246
cy103_CD45neg_CD90neg_S37,Mel103,Mal,treatment.naive,New,7226,1027406
cy103_CD45neg_CD90neg_S36,Mel103,Mal,treatment.naive,New,2786,985213
cy103_CD45neg_CD90neg_S32,Mel103,Mal,treatment.naive,New,3218,185582
cy103_CD45neg_CD90neg_S39,Mel103,Mal,treatment.naive,New,4970,1157547
cy103_CD45neg_CD90neg_S15,Mel103,Mal,treatment.naive,New,6087,433894
cy103_CD45neg_CD90neg_S70,Mel103,Mal,treatment.naive,New,4159,532484
cy103_CD45neg_CD90neg_S44,Mel103,Mal,treatment.naive,New,2449,89568
cy110_CD45neg_CD90neg_S167,Mel110,Mal,post.treatment,New,8665,1236686
cy110_CD45neg_CD90neg_S150,Mel110,Mal,post.treatment,New,1769,1105047
cy103_CD45neg_CD90neg_S71,Mel103,Mal,treatment.naive,New,5948,1776454
cy110_CD45neg_CD90neg_S103,Mel110,Mal,post.treatment,New,8793,1724628
cy103_CD45neg_CD90neg_S85,Mel103,Mal,treatment.naive,New,2252,1175001
cy103_CD45neg_CD90neg_S21,Mel103,Mal,treatment.naive,New,3617,846014
cy110_CD45neg_CD90neg_S149,Mel110,Mal,post.treatment,New,8656,1399921
cy110_CD45neg_CD90neg_S145,Mel110,Mal,post.treatment,New,7236,877423
cy103_CD45neg_CD90neg_S55,Mel103,Mal,treatment.naive,New,4972,1784791
cy103_CD45neg_CD90neg_S66,Mel103,Mal,treatment.naive,New,1909,123220
cy103_CD45neg_CD90neg_S54,Mel103,Mal,treatment.naive,New,2005,379664
cy103_CD45neg_CD90neg_S46,Mel103,Mal,treatment.naive,New,3627,299316
cy103_CD45neg_CD90neg_S8,Mel103,Mal,treatment.naive,New,3252,257829
cy103_CD45neg_CD90neg_S81,Mel103,Mal,treatment.naive,New,4920,1261229
cy103_CD45neg_CD90neg_S62,Mel103,Mal,treatment.naive,New,2788,1621217
cy110_CD45neg_CD90neg_S147,Mel110,Mal,post.treatment,New,9422,1428629
cy103_CD45neg_CD90neg_S67,Mel103,Mal,treatment.naive,New,4872,1482434
cy103_CD45neg_CD90neg_S31,Mel103,Mal,treatment.naive,New,3173,1580105
cy103_CD45neg_CD90neg_S12,Mel103,Mal,treatment.naive,New,4065,992858
cy110_CD45neg_CD90neg_S180,Mel110,Mal,post.treatment,New,7916,1428597
CY106_CD45neg_CD90neg_S341,Mel106,Mal,post.treatment,New,4051,2052600
CY106_CD45neg_CD90neg_S291,Mel106,Mal,post.treatment,New,3071,1945194
CY106_CD45neg_CD90neg_S301,Mel106,Mal,post.treatment,New,3765,4301790
CY106_CD45neg_CD90neg_S378,Mel106,Mal,post.treatment,New,3081,3131511
CY106_CD45neg_CD90neg_S310,Mel106,Mal,post.treatment,New,3092,2755297
CY106_CD45neg_CD90neg_S354,Mel106,Mal,post.treatment,New,5154,2845466
CY106_CD45neg_CD90neg_S292,Mel106,Mal,post.treatment,New,4848,3268805
CY106_CD45neg_CD90neg_S302,Mel106,Mal,post.treatment,New,2628,1381065
CY106_CD45neg_CD90neg_S294,Mel106,Mal,post.treatment,New,2953,2155551
CY106_CD45neg_CD90neg_S374,Mel106,Mal,post.treatment,New,2998,2935840
CY106_CD45neg_CD90neg_S382,Mel106,Mal,post.treatment,New,4326,2934436
CY106_CD45neg_CD90neg_S326,Mel106,Mal,post.treatment,New,2724,2045560
CY106_CD45neg_CD90neg_S297,Mel106,Mal,post.treatment,New,3680,3651531
CY106_CD45neg_CD90neg_S356,Mel106,Mal,post.treatment,New,3165,2506669
CY106_CD45neg_CD90neg_S328,Mel106,Mal,post.treatment,New,3925,1605826
CY106_CD45neg_CD90neg_S338,Mel106,Mal,post.treatment,New,4305,3739109
CY106_CD45neg_CD90neg_S323,Mel106,Mal,post.treatment,New,2825,2049898
CY106_CD45neg_CD90neg_S308,Mel106,Mal,post.treatment,New,3436,2817913
CY106_CD45neg_CD90neg_S344,Mel106,Mal,post.treatment,New,2296,1221110
CY106_CD45neg_CD90neg_S365,Mel106,Mal,post.treatment,New,4200,3014357
CY106_CD45neg_CD90neg_S320,Mel106,Mal,post.treatment,New,2733,1334073
CY106_CD45neg_CD90neg_S327,Mel106,Mal,post.treatment,New,2907,1281090
CY106_CD45neg_CD90neg_S366,Mel106,Mal,post.treatment,New,3908,2052629
cy129PA_CD45neg_CD90neg_S163,Mel129pa,Mal,treatment.naive,New,3876,1777922
cy106_CD45neg_CD90neg_S309_20,Mel106,Mal,post.treatment,New,2365,173177
cy106_CD45neg_CD90neg_S378_21,Mel106,Mal,post.treatment,New,4135,1213849
cy106_CD45neg_CD90neg_S320,Mel106,Mal,post.treatment,New,6296,4950030
cy129PA_CD45neg_CD90neg_S172,Mel129pa,Mal,treatment.naive,New,4208,745660
cy129PA_CD45neg_CD90neg_S110,Mel129pa,Mal,treatment.naive,New,6107,972858
cy129PA_CD45neg_CD90neg_S105,Mel129pa,Mal,treatment.naive,New,3803,244286
cy129PA_CD45neg_CD90neg_S108,Mel129pa,Mal,treatment.naive,New,4678,463091
cy129PA_CD45neg_CD90neg_S99,Mel129pa,Mal,treatment.naive,New,4677,200755
cy129PA_CD45neg_CD90neg_S189,Mel129pa,Mal,treatment.naive,New,2017,1477790
cy106_CD45neg_CD90neg_S347,Mel106,Mal,post.treatment,New,4947,2877928
cy129PA_CD45neg_CD90neg_S140,Mel129pa,Mal,treatment.naive,New,2772,1776271
cy106_CD45neg_CD90neg_S311,Mel106,Mal,post.treatment,New,4195,3704700
cy106_CD45neg_CD90neg_S366,Mel106,Mal,post.treatment,New,2562,543475
cy129PA_CD45neg_CD90neg_S154,Mel129pa,Mal,treatment.naive,New,3849,1626564
cy129PA_CD45neg_CD90neg_S169,Mel129pa,Mal,treatment.naive,New,5205,175541
cy129PA_CD45neg_CD90neg_S127,Mel129pa,Mal,treatment.naive,New,3904,1040127
cy129PA_CD45neg_CD90neg_S175,Mel129pa,Mal,treatment.naive,New,2218,309200
cy129PA_CD45neg_CD90neg_S151,Mel129pa,Mal,treatment.naive,New,3771,1229651
cy129PA_CD45neg_CD90neg_S171,Mel129pa,Mal,treatment.naive,New,4084,285258
cy129PA_CD45neg_CD90neg_S128,Mel129pa,Mal,treatment.naive,New,3506,1582240
cy106_CD45neg_CD90neg_S356,Mel106,Mal,post.treatment,New,2511,1836719
cy106_CD45neg_CD90neg_S327,Mel106,Mal,post.treatment,New,1920,195807
cy129PA_CD45neg_CD90neg_S137,Mel129pa,Mal,treatment.naive,New,2067,895162
cy129PA_CD45neg_CD90neg_S190,Mel129pa,Mal,treatment.naive,New,2045,1272931
cy129PA_CD45neg_CD90neg_S98,Mel129pa,Mal,treatment.naive,New,4099,1352216
cy129PA_CD45neg_CD90neg_S122,Mel129pa,Mal,treatment.naive,New,1887,826398
cy106_CD45neg_CD90neg_S319,Mel106,Mal,post.treatment,New,3488,2924502
cy129PA_CD45neg_CD90neg_S125,Mel129pa,Mal,treatment.naive,New,7279,744792
cy129PA_CD45neg_CD90neg_S161,Mel129pa,Mal,treatment.naive,New,3721,969349
cy129PA_CD45neg_CD90neg_S129,Mel129pa,Mal,treatment.naive,New,4991,342133
cy129PA_CD45neg_CD90neg_S138,Mel129pa,Mal,treatment.naive,New,1946,1114402
cy129PA_CD45neg_CD90neg_S142,Mel129pa,Mal,treatment.naive,New,2541,1268447
cy129PA_CD45neg_CD90neg_S149,Mel129pa,Mal,treatment.naive,New,1882,1088542
cy129PA_CD45neg_CD90neg_S134,Mel129pa,Mal,treatment.naive,New,7326,1182975
cy129PA_CD45neg_CD90neg_S150,Mel129pa,Mal,treatment.naive,New,7422,1083624
cy129PA_CD45neg_CD90neg_S186,Mel129pa,Mal,treatment.naive,New,2632,1100300
cy106_CD45neg_CD90neg_S290,Mel106,Mal,post.treatment,New,3517,563915
cy106_CD45neg_CD90neg_S294,Mel106,Mal,post.treatment,New,3693,1082494
cy106_CD45neg_CD90neg_S349,Mel106,Mal,post.treatment,New,3676,1666103
cy129PA_CD45neg_CD90neg_S153,Mel129pa,Mal,treatment.naive,New,1947,1829805
cy106_CD45neg_CD90neg_S338,Mel106,Mal,post.treatment,New,5685,1396535
cy129PA_CD45neg_CD90neg_S191,Mel129pa,Mal,treatment.naive,New,1918,29195
cy129PA_CD45neg_CD90neg_S126,Mel129pa,Mal,treatment.naive,New,2091,979012
cy129PA_CD45neg_CD90neg_S144,Mel129pa,Mal,treatment.naive,New,1755,2444235
cy129PA_CD45neg_CD90neg_S97,Mel129pa,Mal,treatment.naive,New,10512,837682
cy106_CD45neg_CD90neg_S365_23,Mel106,Mal,post.treatment,New,2590,734530
cy129PA_CD45neg_CD90neg_S164,Mel129pa,Mal,treatment.naive,New,2174,1226836
cy106_CD45neg_CD90neg_S364,Mel106,Mal,post.treatment,New,2460,1081844
cy129PA_CD45neg_CD90neg_S114,Mel129pa,Mal,treatment.naive,New,2486,1380450
cy129PA_CD45neg_CD90neg_S182,Mel129pa,Mal,treatment.naive,New,6249,94087
cy129PA_CD45neg_CD90neg_S162,Mel129pa,Mal,treatment.naive,New,4876,663541
cy129PA_CD45neg_CD90neg_S136,Mel129pa,Mal,treatment.naive,New,4896,132836
cy129PA_CD45neg_CD90neg_S103,Mel129pa,Mal,treatment.naive,New,2163,635680
cy106_CD45neg_CD90neg_S325,Mel106,Mal,post.treatment,New,3464,120810
cy129PA_CD45neg_CD90neg_S123,Mel129pa,Mal,treatment.naive,New,2516,858728
cy129PA_CD45neg_CD90neg_S106,Mel129pa,Mal,treatment.naive,New,3736,1342045
cy129PA_CD45neg_CD90neg_S173,Mel129pa,Mal,treatment.naive,New,2962,179909
cy129PA_CD45neg_CD90neg_S181,Mel129pa,Mal,treatment.naive,New,7744,324335
cy106_CD45neg_CD90neg_S344_25,Mel106,Mal,post.treatment,New,5673,4726330
cy106_CD45neg_CD90neg_S306_26,Mel106,Mal,post.treatment,New,1758,368786
cy129PA_CD45neg_CD90neg_S184,Mel129pa,Mal,treatment.naive,New,2395,147766
cy106_CD45neg_CD90neg_S291,Mel106,Mal,post.treatment,New,4759,970597
cy106_CD45neg_CD90neg_S352,Mel106,Mal,post.treatment,New,2899,2840201
cy129PA_CD45neg_CD90neg_S119,Mel129pa,Mal,treatment.naive,New,2200,1243369
cy106_CD45neg_CD90neg_S376,Mel106,Mal,post.treatment,New,3637,2898206
cy121.1_CD45neg_S289,Mel121.1,Mal,post.treatment,New,4151,3742797
cy121.1_CD45neg_S296,Mel121.1,Mal,post.treatment,New,5809,7107557
cy121.1_CD45neg_S325,Mel121.1,Mal,post.treatment,New,5264,3908029
cy121.1_CD45neg_S371,Mel121.1,Mal,post.treatment,New,3571,3647165
cy121.1_CD45neg_S382,Mel121.1,Mal,post.treatment,New,2198,2389178
cy129_CD45negCD90neg_S55,Mel129pa,Mal,treatment.naive,New,2737,1320749
cy129_CD45negCD90neg_S2,Mel129pa,Mal,treatment.naive,New,3267,1068311
cy129_CD45negCD90neg_S6,Mel129pa,Mal,treatment.naive,New,2339,926389
cy129_CD45negCD90neg_S65,Mel129pa,Mal,treatment.naive,New,3295,1442147
cy129_CD45negCD90neg_S91,Mel129pa,Mal,treatment.naive,New,1906,574924
cy128_CD45neg_S250,Mel128,Mal,treatment.naive,New,4018,1658554
cy129_CD45negCD90neg_S25,Mel129pa,Mal,treatment.naive,New,7135,1352613
cy128_CD45neg_S255,Mel128,Mal,treatment.naive,New,2341,1787098
cy129_CD45negCD90neg_S43,Mel129pa,Mal,treatment.naive,New,2795,944431
cy129_CD45negCD90neg_S22,Mel129pa,Mal,treatment.naive,New,9519,1306687
cy129_CD45negCD90neg_S72,Mel129pa,Mal,treatment.naive,New,2403,1296967
cy129_CD45negCD90neg_S79,Mel129pa,Mal,treatment.naive,New,2062,954274
cy129_CD45negCD90neg_S7,Mel129pa,Mal,treatment.naive,New,2999,1190121
cy128_CD45neg_S209,Mel128,Mal,treatment.naive,New,2302,1161175
cy128_CD45neg_S194,Mel128,Mal,treatment.naive,New,3376,2492396
cy129_CD45negCD90neg_S3,Mel129pa,Mal,treatment.naive,New,4984,2139253
cy128_CD45neg_S231,Mel128,Mal,treatment.naive,New,2800,1987257
cy128_CD45neg_S275,Mel128,Mal,treatment.naive,New,13691,1000559
cy128_CD45neg_S216,Mel128,Mal,treatment.naive,New,4281,1610842
cy129_CD45negCD90neg_S70,Mel129pa,Mal,treatment.naive,New,1877,912217
cy129_CD45negCD90neg_S60,Mel129pa,Mal,treatment.naive,New,4191,1401862
cy128_CD45neg_S256,Mel128,Mal,treatment.naive,New,2856,1956546
cy129_CD45negCD90neg_S26,Mel129pa,Mal,treatment.naive,New,2087,668957
cy129_CD45negCD90neg_S85,Mel129pa,Mal,treatment.naive,New,6272,314540
cy129_CD45negCD90neg_S87,Mel129pa,Mal,treatment.naive,New,3672,1444719
cy129_CD45negCD90neg_S32,Mel129pa,Mal,treatment.naive,New,4685,1618052
cy128_CD45neg_S283,Mel128,Mal,treatment.naive,New,2199,1283366
cy128_CD45neg_S196,Mel128,Mal,treatment.naive,New,2617,2007494
cy128_CD45neg_S213,Mel128,Mal,treatment.naive,New,2332,953218
cy129_CD45negCD90neg_S46,Mel129pa,Mal,treatment.naive,New,5012,1809388
